,type,region_name,total_area,bathrooms,bedrooms,iptu,parking_slots,price
0,Apartamento,Brooklin,48,1,1,190,1,990000
1,Apartamento,Brooklin,396,2,4,1500,3,3600000
2,Apartamento,Brooklin,77,1,2,180,1,767000
3,Apartamento,Brooklin,204,4,4,1750,4,3650000
4,Casa,Brooklin,300,2,3,1334,4,2125000
5,Casa,Brooklin,200,3,3,700,3,3175000
6,Apartamento,Brooklin,172,3,3,1250,3,1550000
7,Casa,Brooklin,192,1,3,0,1,1500000
8,Apartamento,Brooklin,258,4,4,192,4,3825000
9,Apartamento,Brooklin,234,4,4,833,3,6300000
10,Casa,Brooklin,401,5,12,1659,5,2120000
11,Casa,Brooklin,220,4,4,414,0,1800000
12,Apartamento,Brooklin,40,1,1,157,1,550000
13,Apartamento,Brooklin,167,5,3,1100,3,2600000
14,Apartamento,Brooklin,46,2,1,167,1,720000
15,Apartamento,Brooklin,58,1,1,167,2,1070000
16,Apartamento,Brooklin,85,1,3,170,1,850000
17,Casa,Brooklin,110,3,2,164,1,1350000
18,Apartamento,Brooklin,77,3,2,334,2,1015000
19,Apartamento,Brooklin,165,4,4,0,3,3800000
20,Apartamento,Brooklin,65,2,2,250,2,1485000
21,Apartamento,Brooklin,81,2,3,0,1,1600000
22,Apartamento,Brooklin,66,2,2,350,1,1475000
23,Apartamento,Brooklin,205,4,3,1500,4,3300000
24,Apartamento,Brooklin,84,2,2,311,1,820000
25,Apartamento,Brooklin,56,1,1,250,1,860000
26,Apartamento,Brooklin,80,2,2,409,2,1725000
27,Apartamento,Brooklin,27,1,1,2,0,330000
28,Apartamento,Brooklin,126,3,2,940,2,1400000
29,Apartamento,Brooklin,185,3,3,834,2,3299000
30,Apartamento,Brooklin,60,1,1,240,1,590000
31,Casa,Brooklin,411,4,4,2070,2,3600000
32,Apartamento,Brooklin,24,1,1,45,0,450000
33,Apartamento,Brooklin,33,1,1,110,1,664000
34,Apartamento,Brooklin,410,5,4,0,5,8070000
35,Apartamento,Brooklin,55,1,1,275,1,849000
36,Apartamento,Brooklin,54,1,1,560,1,445000
37,Apartamento,Brooklin,113,3,4,375,2,1500000
38,Apartamento,Brooklin,42,1,1,42,1,870000
39,Apartamento,Brooklin,60,1,2,180,1,850000
40,Apartamento,Brooklin,123,2,2,397,2,1950000
41,Casa,Brooklin,90,1,2,160,1,850000
42,Apartamento,Brooklin,239,5,3,1775,4,4090000
43,Apartamento,Brooklin,105,4,2,800,2,1649000
44,Apartamento,Brooklin,98,3,3,202,1,940000
45,Apartamento,Brooklin,72,2,3,100,1,704000
46,Apartamento,Brooklin,209,4,3,1900,4,3000000
47,Apartamento,Brooklin,205,3,4,1081,4,1965000
48,Apartamento,Brooklin,30,1,1,88,0,500000
49,Apartamento,Brooklin,42,2,1,0,1,495000
50,Apartamento,Brooklin,141,4,3,800,2,3000000
51,Apartamento,Brooklin,85,3,2,642,2,2190000
52,Apartamento,Brooklin,128,3,3,560,2,2150000
53,Apartamento,Brooklin,65,2,2,167,1,1400000
54,Apartamento,Brooklin,41,1,1,109,1,740000
55,Apartamento,Brooklin,21,1,1,84,0,500000
56,Apartamento,Brooklin,38,1,1,0,0,535000
57,Apartamento,Brooklin,26,1,1,250,0,1800000
58,Apartamento,Brooklin,167,4,3,1084,3,5025000
59,Apartamento,Brooklin,42,1,1,0,1,470000
60,Apartamento,Brooklin,236,4,4,1417,3,3520000
61,Apartamento,Brooklin,105,2,2,400,2,2915000
62,Apartamento,Brooklin,60,1,1,222,0,515000
63,Apartamento,Brooklin,141,4,3,359,2,2920000
64,Apartamento,Brooklin,41,1,1,100,1,790000
65,Apartamento,Brooklin,66,2,1,415,1,1280000
66,Apartamento,Brooklin,166,5,3,1152,2,4280000
67,Apartamento,Brooklin,50,1,2,49,1,640000
68,Apartamento,Brooklin,90,1,2,112,0,847000
69,Apartamento,Brooklin,98,2,3,0,1,860000
70,Apartamento,Brooklin,117,3,3,279,1,1100000
71,Apartamento,Brooklin,30,1,1,185,1,583000
72,Casa,Brooklin,157,2,4,310,2,2000000
73,Apartamento,Brooklin,258,5,4,2031,4,4280000
74,Apartamento,Brooklin,110,1,1,460,2,1410000
75,Casa,Brooklin,162,2,3,0,3,1590000
76,Casa,Brooklin,160,1,3,484,2,900000
77,Apartamento,Brooklin,46,2,1,96,1,860000
78,Apartamento,Brooklin,200,3,3,1319,3,1990000
79,Apartamento,Brooklin,29,1,1,33,1,510000
80,Apartamento,Brooklin,81,2,3,184,1,575000
81,Apartamento,Brooklin,460,7,4,2917,5,4100000
82,Casa,Brooklin,265,1,3,1074,4,2500000
83,Apartamento,Brooklin,341,6,4,1798,6,4900000
84,Casa,Brooklin,250,3,3,513,3,1875000
85,Casa,Brooklin,230,3,5,500,3,990000
86,Apartamento,Brooklin,143,5,3,900,2,3090000
87,Apartamento,Brooklin,126,3,4,0,2,2150000
88,Apartamento,Brooklin,190,3,3,1584,4,4500000
89,Apartamento,Brooklin,71,2,2,84,1,1300000
90,Casa,Brooklin,190,3,3,323,2,1485000
91,Apartamento,Brooklin,54,1,1,98,1,850000
92,Apartamento,Brooklin,81,3,2,300,1,1920000
93,Casa,Brooklin,160,3,2,352,2,1400000
94,Apartamento,Brooklin,147,5,3,750,2,2700000
95,Apartamento,Brooklin,24,1,1,63,0,500000
96,Apartamento,Brooklin,131,5,3,589,0,3000000
97,Apartamento,Brooklin,219,2,4,860,2,2600000
98,Apartamento,Brooklin,75,2,2,450,1,1070000
99,Apartamento,Brooklin,220,5,4,1855,3,2850000
100,Casa,Brooklin,200,3,4,417,2,1925000
101,Casa,Brooklin,166,4,3,0,2,2500000
102,Apartamento,Brooklin,72,2,1,466,2,1300000
103,Apartamento,Brooklin,75,3,2,75,1,800000
104,Casa,Brooklin,253,2,4,525,3,1590000
105,Apartamento,Brooklin,25,1,1,0,1,530000
106,Apartamento,Brooklin,25,1,1,83,0,489500
107,Apartamento,Brooklin,60,1,2,280,1,1200000
108,Apartamento,Brooklin,50,2,1,330,1,950000
109,Casa,Brooklin,156,2,3,142,0,730000
110,Apartamento,Brooklin,170,3,4,1134,3,2500000
111,Apartamento,Brooklin,200,2,3,837,2,1480000
112,Apartamento,Brooklin,143,5,3,400,2,3299000
113,Apartamento,Brooklin,48,1,1,250,1,990000
114,Apartamento,Brooklin,103,4,3,355,2,1990000
115,Apartamento,Brooklin,45,1,1,110,1,750000
116,Apartamento,Brooklin,96,3,2,463,2,1179000
117,Apartamento,Brooklin,137,4,3,96,3,1750000
118,Apartamento,Brooklin,58,2,2,244,1,1325000
119,Apartamento,Brooklin,60,2,1,170,2,980000
120,Apartamento,Brooklin,206,5,4,1200,3,2500000
121,Apartamento,Brooklin,86,3,2,418,2,910000
122,Apartamento,Brooklin,28,1,1,1,0,480000
123,Apartamento,Brooklin,150,4,3,656,2,1510000
124,Apartamento,Brooklin,45,1,1,13,1,650000
125,Apartamento,Brooklin,42,1,1,44,1,610000
126,Apartamento,Brooklin,166,4,3,0,3,3350000
127,Apartamento,Brooklin,50,1,1,111,1,745000
128,Apartamento,Brooklin,210,4,3,1250,4,3075000
129,Casa,Brooklin,230,4,3,363,2,1800000
130,Casa,Brooklin,550,7,4,1680,8,2490000
131,Apartamento,Brooklin,70,1,2,102,1,750000
132,Apartamento,Brooklin,60,1,2,0,0,500000
133,Apartamento,Brooklin,42,2,1,0,1,551000
134,Apartamento,Brooklin,331,7,4,2896,4,2790000
135,Casa,Brooklin,330,2,2,1438,6,5321000
136,Apartamento,Brooklin,150,3,3,578,1,1150000
137,Casa,Brooklin,180,4,3,367,1,1050000
138,Apartamento,Brooklin,50,1,1,300,1,750000
139,Apartamento,Brooklin,345,5,4,2100,4,3500000
140,Apartamento,Brooklin,23,1,1,0,0,585000
141,Casa,Brooklin,140,3,3,0,1,1700000
142,Apartamento,Brooklin,69,2,2,10,1,1119000
143,Apartamento,Brooklin,81,2,2,1084,1,2096000
144,Casa,Brooklin,300,3,3,1324,4,2000000
145,Apartamento,Brooklin,70,2,2,70,1,805000
146,Casa,Brooklin,100,3,2,392,2,1455000
147,Apartamento,Brooklin,22,1,1,125,0,690000
148,Apartamento,Brooklin,26,1,1,0,0,380000
149,Casa,Brooklin,144,3,3,500,1,1998000
150,Apartamento,Brooklin,37,1,1,19,1,660000
151,Apartamento,Brooklin,341,6,4,2000,4,5300000
152,Apartamento,Brooklin,185,4,4,829,3,1400000
153,Apartamento,Brooklin,99,2,2,384,2,1100000
154,Apartamento,Brooklin,27,1,1,100,0,444000
155,Casa,Brooklin,150,3,3,562,2,1799000
156,Apartamento,Brooklin,26,1,1,120,0,389000
157,Casa,Brooklin,180,2,3,124,2,1390000
158,Casa,Brooklin,260,4,3,600,2,1380000
159,Casa,Brooklin,185,5,4,702,3,1799500
160,Apartamento,Brooklin,169,5,4,1334,2,1650000
161,Casa,Brooklin,170,3,4,529,2,970000
162,Apartamento,Brooklin,143,5,3,400,2,3298000
163,Casa,Brooklin,210,5,3,349,5,1498000
164,Casa,Brooklin,120,2,3,420,2,1050000
165,Apartamento,Brooklin,234,5,3,1300,4,3600000
166,Apartamento,Brooklin,53,2,1,100,1,629500
167,Apartamento,Brooklin,86,2,2,98,1,675800
168,Apartamento,Brooklin,35,1,1,249,1,640000
169,Apartamento,Brooklin,131,3,3,544,3,2680000
170,Apartamento,Brooklin,50,1,1,217,1,790000
171,Apartamento,Brooklin,69,2,2,0,1,1380000
172,Casa,Brooklin,170,2,3,292,2,1625000
173,Apartamento,Brooklin,48,1,1,321,1,470000
174,Apartamento,Brooklin,63,2,2,182,1,1110000
175,Apartamento,Brooklin,83,2,2,339,2,2100000
176,Apartamento,Brooklin,36,1,1,20,1,570000
177,Apartamento,Brooklin,124,2,3,767,2,2200000
178,Apartamento,Brooklin,50,1,1,163,1,990000
179,Apartamento,Brooklin,141,3,3,667,2,3000000
180,Apartamento,Brooklin,77,2,2,205,1,780000
181,Apartamento,Brooklin,38,1,1,134,1,800000
182,Apartamento,Brooklin,69,3,2,167,1,968000
183,Casa,Brooklin,540,6,5,1500,6,2270000
184,Apartamento,Brooklin,74,2,2,417,2,1250000
185,Apartamento,Brooklin,61,2,2,151,1,1080000
186,Casa,Brooklin,500,1,1,0,1,3000000
187,Apartamento,Brooklin,24,1,0,0,0,430000
188,Casa,Brooklin,225,3,3,642,2,1650000
189,Apartamento,Brooklin,52,2,2,167,1,850000
190,Casa,Brooklin,215,3,3,834,4,1515000
191,Apartamento,Brooklin,70,1,2,158,1,880000
192,Apartamento,Brooklin,64,2,2,1310,1,1260000
193,Apartamento,Brooklin,65,2,2,534,1,799000
194,Apartamento,Brooklin,42,1,1,35,1,795000
195,Apartamento,Brooklin,75,2,2,375,1,1300000
196,Apartamento,Brooklin,195,4,4,4925,2,2150000
197,Apartamento,Brooklin,70,1,1,168,1,540000
198,Apartamento,Brooklin,24,1,1,85,0,549999
199,Apartamento,Brooklin,109,2,1,417,1,1970000
200,Apartamento,Brooklin,235,5,4,3000,5,7620000
201,Apartamento,Brooklin,25,1,1,54,0,480000
202,Apartamento,Brooklin,70,2,2,414,2,1400000
203,Apartamento,Brooklin,84,2,3,308,1,840000
204,Casa,Brooklin,158,3,2,417,2,950000
205,Apartamento,Brooklin,64,2,2,234,1,965000
206,Apartamento,Brooklin,137,5,3,915,2,2750000
207,Apartamento,Brooklin,350,5,4,3000,4,2690000
208,Apartamento,Brooklin,50,1,1,223,1,1100000
209,Casa,Brooklin,115,2,3,192,2,1380000
210,Casa,Brooklin,300,4,4,800,3,1490000
211,Apartamento,Brooklin,60,2,2,56,1,650000
212,Apartamento,Brooklin,27,1,1,0,1,590000
213,Apartamento,Brooklin,190,4,3,1395,3,2750000
214,Apartamento,Brooklin,50,1,1,50,1,890000
215,Casa,Brooklin,476,6,4,2100,5,6000000
216,Apartamento,Brooklin,186,5,3,344,2,3100000
217,Apartamento,Brooklin,143,3,3,575,2,3375000
218,Apartamento,Brooklin,50,2,1,26,1,699000
219,Casa,Mooca,200,2,3,220,2,805000
220,Casa,Mooca,138,3,3,415,2,950000
221,Apartamento,Mooca,86,2,2,8,1,610000
222,Apartamento,Mooca,86,1,3,0,0,420000
223,Apartamento,Mooca,60,1,2,25,0,395000
224,Apartamento,Mooca,170,2,4,667,3,1300000
225,Apartamento,Mooca,79,2,2,167,1,710000
226,Apartamento,Mooca,34,1,2,83,0,297000
227,Casa,Mooca,175,2,3,298,0,1000000
228,Casa,Mooca,114,2,3,109,3,699000
229,Casa,Mooca,130,5,3,380,2,1800000
230,Apartamento,Mooca,172,5,3,990,5,3180000
231,Apartamento,Mooca,57,2,2,82,1,635000
232,Casa,Mooca,640,7,5,1125,4,2875000
233,Apartamento,Mooca,105,2,2,25,1,575000
234,Apartamento,Mooca,72,1,2,0,0,330000
235,Apartamento,Mooca,39,1,2,159,0,355000
236,Apartamento,Mooca,42,1,1,140,1,400000
237,Apartamento,Mooca,80,2,3,146,1,699000
238,Casa,Mooca,240,3,4,67,0,505000
239,Apartamento,Mooca,34,1,2,0,0,345000
240,Apartamento,Mooca,92,3,2,334,2,1525000
241,Casa,Mooca,190,1,2,0,1,650000
242,Apartamento,Mooca,280,3,3,902,3,1790000
243,Apartamento,Mooca,80,2,3,242,2,639000
244,Casa,Mooca,120,2,2,10,1,690000
245,Apartamento,Mooca,63,1,1,0,0,400000
246,Apartamento,Mooca,120,2,3,278,2,885000
247,Apartamento,Mooca,54,1,2,5,1,465000
248,Apartamento,Mooca,130,2,3,60,1,850000
249,Apartamento,Mooca,24,1,1,0,0,235000
250,Apartamento,Mooca,31,1,1,74,0,200000
251,Apartamento,Mooca,30,1,1,0,0,280000
252,Apartamento,Mooca,55,1,1,0,1,290000
253,Casa,Mooca,120,3,3,127,1,726000
254,Apartamento,Mooca,217,4,4,1080,4,2000000
255,Apartamento,Mooca,53,1,2,10,2,506000
256,Apartamento,Mooca,55,1,2,134,1,490000
257,Apartamento,Mooca,198,5,4,1167,4,1090000
258,Apartamento,Mooca,59,2,3,0,1,555000
259,Casa,Mooca,132,6,6,295,2,1555000
260,Apartamento,Mooca,58,1,2,63,1,450000
261,Apartamento,Mooca,128,4,3,750,4,1011000
262,Casa,Mooca,170,5,3,420,3,999000
263,Apartamento,Mooca,75,2,2,100,1,995000
264,Apartamento,Mooca,51,1,1,53,1,370000
265,Apartamento,Mooca,55,1,3,84,1,552000
266,Apartamento,Mooca,62,1,2,0,1,450000
267,Casa,Mooca,70,1,2,0,1,390000
268,Apartamento,Mooca,343,3,4,1834,4,8750000
269,Apartamento,Mooca,38,1,2,79,0,360000
270,Apartamento,Mooca,80,2,2,250,2,905000
271,Apartamento,Mooca,147,2,2,225,2,1300000
272,Apartamento,Mooca,90,1,2,0,0,320000
273,Casa,Mooca,120,5,3,90,5,1300000
274,Casa,Mooca,157,3,4,284,2,1395000
275,Casa,Mooca,192,3,3,0,1,990000
276,Casa,Mooca,171,3,3,456,3,900000
277,Apartamento,Mooca,180,5,3,584,4,1590000
278,Apartamento,Mooca,49,2,2,0,1,720000
279,Apartamento,Mooca,52,1,2,5,1,550000
280,Apartamento,Mooca,75,2,3,209,1,890000
281,Apartamento,Mooca,60,1,2,6,1,520000
282,Casa,Mooca,200,4,3,375,4,1345000
283,Apartamento,Mooca,112,3,2,400,2,1380000
284,Casa,Mooca,150,2,3,192,2,849999
285,Casa,Mooca,220,3,3,429,5,2500000
286,Apartamento,Mooca,159,5,3,600,2,1990000
287,Apartamento,Mooca,55,2,2,5,1,520000
288,Apartamento,Mooca,33,1,1,0,0,350000
289,Apartamento,Mooca,38,1,2,100,0,350000
290,Apartamento,Mooca,33,1,1,0,0,200000
291,Casa,Mooca,136,2,3,0,1,950000
292,Apartamento,Mooca,32,1,1,0,0,269000
293,Apartamento,Mooca,131,3,3,0,1,850000
294,Apartamento,Mooca,320,4,4,72,4,2190000
295,Apartamento,Mooca,35,1,2,90,0,325000
296,Apartamento,Mooca,35,1,1,0,0,225000
297,Apartamento,Mooca,35,1,1,84,1,300000
298,Apartamento,Mooca,52,1,2,0,0,350000
299,Apartamento,Mooca,35,1,1,0,0,350000
300,Apartamento,Mooca,28,1,1,0,0,225000
301,Apartamento,Mooca,41,1,2,0,1,460000
302,Casa,Mooca,342,7,7,1500,2,2000000
303,Casa,Mooca,290,3,3,437,3,900000
304,Casa,Mooca,140,2,2,184,2,750000
305,Apartamento,Mooca,67,2,2,63,0,355000
306,Apartamento,Mooca,106,1,2,0,0,500000
307,Casa,Mooca,360,4,2,284,1,780000
308,Apartamento,Mooca,68,2,3,156,1,699000
309,Apartamento,Mooca,55,1,2,0,1,449000
310,Casa,Mooca,134,2,4,1,0,1050000
311,Apartamento,Mooca,30,1,1,0,0,264900
312,Apartamento,Mooca,200,4,3,407,2,1260000
313,Apartamento,Mooca,24,1,1,15,0,215000
314,Apartamento,Mooca,76,2,2,248,1,780000
315,Apartamento,Mooca,70,1,2,91,1,420000
316,Apartamento,Mooca,138,3,3,211,2,700000
317,Apartamento,Mooca,54,1,2,28,2,475000
318,Apartamento,Mooca,48,1,2,1,1,532000
319,Apartamento,Mooca,42,1,2,0,1,300000
320,Apartamento,Mooca,58,2,2,43,2,500000
321,Casa,Mooca,202,4,3,360,2,1200000
322,Apartamento,Mooca,122,4,3,0,2,2400000
323,Casa,Mooca,110,2,3,0,1,570000
324,Apartamento,Mooca,51,1,2,44,1,282000
325,Casa,Mooca,192,2,3,0,2,875000
326,Apartamento,Mooca,44,1,2,0,0,395900
327,Apartamento,Mooca,56,1,2,0,1,390000
328,Casa,Mooca,350,2,3,600,3,1600000
329,Apartamento,Mooca,49,1,2,50,1,1530000
330,Casa,Mooca,120,3,3,0,3,665000
331,Apartamento,Mooca,86,2,2,35,1,500000
332,Apartamento,Mooca,70,2,1,21,1,775950
333,Apartamento,Mooca,119,2,3,496,3,1299000
334,Apartamento,Mooca,37,1,2,0,0,300000
335,Apartamento,Mooca,40,1,2,0,0,325000
336,Apartamento,Mooca,46,1,2,0,0,380000
337,Apartamento,Mooca,30,1,1,0,0,285000
338,Apartamento,Mooca,25,1,1,0,0,238000
339,Casa,Mooca,300,1,1,250,4,520000
340,Apartamento,Mooca,126,4,2,510,2,1790000
341,Casa,Mooca,186,2,3,1,2,745000
342,Casa,Mooca,90,2,2,0,0,460000
343,Apartamento,Mooca,86,2,2,0,1,1060000
344,Casa,Mooca,150,2,3,31,1,715000
345,Apartamento,Mooca,37,1,2,0,0,340500
346,Apartamento,Mooca,34,1,1,0,0,260000
347,Apartamento,Mooca,38,1,2,0,0,340000
348,Apartamento,Mooca,33,1,1,0,0,200000
349,Apartamento,Mooca,60,1,2,0,0,300000
350,Apartamento,Mooca,97,3,3,310,2,1100000
351,Apartamento,Mooca,42,1,1,120,1,260000
352,Apartamento,Mooca,51,1,2,0,1,490000
353,Apartamento,Mooca,62,2,2,50,1,649000
354,Casa,Mooca,140,2,3,138,1,900000
355,Apartamento,Mooca,52,1,2,80,1,389000
356,Apartamento,Mooca,53,2,1,45,1,429000
357,Apartamento,Mooca,25,1,1,80,0,210000
358,Apartamento,Mooca,43,1,2,0,0,280000
359,Apartamento,Mooca,42,1,2,50,1,300000
360,Apartamento,Mooca,35,1,2,42,0,271000
361,Apartamento,Mooca,70,2,2,17,1,1200000
362,Apartamento,Mooca,33,1,1,0,0,230000
363,Apartamento,Mooca,235,4,4,300,2,1350000
364,Casa,Mooca,203,2,3,349,3,1050000
365,Casa,Mooca,240,1,2,791,2,2000000
366,Apartamento,Mooca,65,2,2,0,2,580000
367,Apartamento,Mooca,110,3,3,343,2,1250000
368,Casa,Mooca,194,5,4,510,3,1500000
369,Apartamento,Mooca,63,2,2,0,2,615000
370,Apartamento,Mooca,155,3,3,120,1,900000
371,Casa,Mooca,199,2,3,209,1,780000
372,Casa,Mooca,330,2,2,0,7,725000
373,Casa,Mooca,180,2,2,134,2,850000
374,Apartamento,Mooca,132,4,3,239,1,1280000
375,Apartamento,Mooca,49,1,2,67,1,450000
376,Apartamento,Mooca,34,1,1,1,0,395000
377,Casa,Mooca,550,6,5,1666,6,4950000
378,Apartamento,Mooca,30,1,1,0,0,247000
379,Apartamento,Mooca,55,1,2,134,1,490000
380,Apartamento,Mooca,64,1,2,59,1,490000
381,Casa,Mooca,275,3,4,425,4,1450000
382,Apartamento,Mooca,60,2,3,240,1,560000
383,Apartamento,Mooca,109,3,3,184,1,900000
384,Apartamento,Mooca,72,2,3,213,2,750000
385,Apartamento,Mooca,98,3,3,375,2,950000
386,Casa,Mooca,300,3,3,300,5,1320000
387,Apartamento,Mooca,33,1,1,0,0,250000
388,Casa,Mooca,116,2,2,38,1,699000
389,Apartamento,Mooca,72,2,2,0,0,395000
390,Apartamento,Mooca,52,1,2,40,1,369000
391,Casa,Mooca,160,3,3,0,1,850000
392,Apartamento,Mooca,78,2,3,0,1,450000
393,Apartamento,Mooca,135,3,3,334,3,1295000
394,Apartamento,Mooca,320,4,4,717,4,2290000
395,Apartamento,Mooca,75,2,2,101,1,495000
396,Apartamento,Mooca,190,2,3,177,2,890000
397,Casa,Mooca,127,1,2,24,1,535000
398,Apartamento,Mooca,45,2,1,10,1,470000
399,Casa,Mooca,600,4,3,1070,7,2825000
400,Apartamento,Mooca,57,2,2,125,1,670000
401,Casa,Mooca,220,3,6,239,6,1390000
402,Apartamento,Mooca,83,2,3,275,2,1200000
403,Casa,Mooca,170,2,2,290,2,1200000
404,Casa,Mooca,168,2,3,292,4,1170000
405,Casa,Mooca,205,4,3,0,3,950000
406,Apartamento,Mooca,33,1,2,0,0,430000
407,Casa,Mooca,125,2,3,0,1,900000
408,Apartamento,Mooca,82,2,3,250,2,890000
409,Apartamento,Mooca,40,1,2,50,0,314000
410,Apartamento,Mooca,101,3,3,325,2,1195000
411,Apartamento,Mooca,83,2,3,120,1,870000
412,Apartamento,Mooca,78,2,2,0,1,555000
413,Apartamento,Mooca,69,2,2,263,2,950000
414,Casa,Mooca,200,2,4,391,3,890000
415,Casa,Mooca,180,5,3,635,4,1590000
416,Casa,Mooca,231,2,3,462,2,980000
417,Apartamento,Mooca,100,1,2,0,0,1000000
418,Apartamento,Mooca,80,2,3,0,0,550000
419,Casa,Mooca,255,5,4,759,6,1780000
420,Apartamento,Mooca,38,1,2,0,0,320000
421,Casa,Mooca,250,3,3,659,3,1125000
422,Apartamento,Mooca,41,1,2,0,1,470000
423,Apartamento,Mooca,59,1,2,0,1,610000
424,Apartamento,Mooca,40,1,2,84,0,350000
425,Apartamento,Mooca,29,1,1,0,0,213000
426,Apartamento,Mooca,40,1,2,4,1,369000
427,Apartamento,Mooca,35,1,1,0,0,310000
428,Casa,Mooca,256,5,5,559,8,1700000
429,Apartamento,Mooca,221,6,4,1100,4,3875000
430,Apartamento,Mooca,140,3,3,217,1,750000
431,Casa,Mooca,150,2,6,440,4,2115000
432,Apartamento,Mooca,117,2,2,467,3,1800000
433,Apartamento,Mooca,221,6,4,1127,4,4000000
434,Apartamento,Mooca,37,1,1,0,1,350000
435,Apartamento,Mooca,57,1,2,214,1,585000
436,Apartamento,Mooca,34,1,1,77,0,220000
437,Apartamento,Mooca,79,2,2,20,2,910000
438,Casa,Mooca,107,2,1,0,1,775000
439,Apartamento,Mooca,35,1,2,80,0,270000
440,Apartamento,Mooca,74,2,3,225,1,850000
441,Apartamento,Mooca,70,1,2,0,0,380000
442,Casa,Mooca,320,4,3,628,5,2300000
443,Apartamento,Mooca,133,3,3,580,2,2900000
444,Casa,Mooca,186,3,4,0,3,1600000
445,Apartamento,Mooca,40,1,2,0,0,342000
446,Apartamento,Mooca,42,1,2,0,0,395000
447,Apartamento,Mooca,30,1,1,10,0,330000
448,Apartamento,Mooca,52,1,2,0,1,511000
449,Apartamento,Mooca,36,1,2,83,0,322000
450,Apartamento,Mooca,54,2,2,25,1,615000
451,Apartamento,Mooca,33,1,2,0,0,265000
452,Apartamento,Mooca,130,4,3,489,2,1703000
453,Casa,Mooca,420,2,3,1700,10,2120000
454,Apartamento,Mooca,177,4,4,71,4,1210000
455,Apartamento,Mooca,49,1,1,120,0,475000
456,Apartamento,Mooca,204,6,4,927,4,3100000
457,Apartamento,Mooca,135,3,3,600,3,2370000
458,Apartamento,Mooca,86,2,2,100,1,1050000
459,Apartamento,Mooca,60,1,2,0,0,285000
460,Apartamento,Mooca,270,5,4,834,3,1399000
461,Apartamento,Mooca,52,2,2,54,1,550000
462,Casa,Mooca,300,4,3,940,3,2420000
463,Casa,Mooca,123,2,2,0,2,1240000
464,Apartamento,Mooca,52,1,2,0,1,529000
465,Apartamento,Mooca,30,1,1,0,0,247000
466,Apartamento,Mooca,82,3,2,312,3,1150000
467,Apartamento,Mooca,87,2,2,363,4,1280000
468,Apartamento,Mooca,110,3,2,394,2,1170000
469,Apartamento,Mooca,63,2,3,196,1,669000
470,Apartamento,Mooca,90,2,3,334,2,1100000
471,Casa,Mooca,200,2,3,137,1,575000
472,Casa,Mooca,193,2,3,334,3,1499999
473,Casa,Mooca,138,2,4,0,1,780000
474,Casa,Mooca,129,2,3,355,2,850000
475,Casa,Mooca,168,3,3,300,4,1290000
476,Apartamento,Mooca,35,1,1,0,0,260000
477,Casa,Mooca,180,3,2,0,2,685000
478,Apartamento,Mooca,96,1,3,155,2,480000
479,Casa,Mooca,203,2,3,0,3,900000
480,Apartamento,Mooca,45,1,2,0,0,369000
481,Apartamento,Mooca,48,1,2,84,1,365000
482,Apartamento,Mooca,80,3,2,0,1,498000
483,Casa,Mooca,100,1,2,1667,2,600000
484,Casa,Mooca,187,3,5,380,3,995000
485,Casa,Mooca,112,2,2,100,1,350000
486,Casa,Mooca,240,3,3,34,1,795000
487,Apartamento,Mooca,50,1,2,117,1,360000
488,Apartamento,Mooca,50,1,2,134,1,370000
489,Casa,Mooca,70,2,2,0,1,470000
490,Apartamento,Mooca,45,2,1,121,1,475000
491,Apartamento,Mooca,64,2,2,166,1,590000
492,Apartamento,Mooca,30,1,1,0,0,255000
493,Apartamento,Mooca,420,6,3,1985,4,3600000
494,Casa,Mooca,220,2,2,130,1,586000
495,Casa,Mooca,100,2,2,100,0,510000
496,Apartamento,Mooca,110,2,2,109,0,600000
497,Apartamento,Mooca,70,2,3,245,2,900000
498,Apartamento,Mooca,160,3,3,555,3,1200000
499,Apartamento,Mooca,40,1,2,0,0,300000
500,Apartamento,Mooca,175,5,3,917,3,1100000
501,Apartamento,Mooca,82,1,1,6,0,299500
502,Apartamento,Mooca,156,3,3,0,3,1500000
503,Apartamento,Mooca,110,2,2,21,1,625000
504,Apartamento,Mooca,38,1,2,5,0,305000
505,Casa,Mooca,118,1,3,65,2,1080000
506,Apartamento,Mooca,82,3,3,50,1,490000
507,Casa,Mooca,140,3,2,0,1,620000
508,Apartamento,Mooca,202,5,4,1400,4,4028000
509,Apartamento,Mooca,242,5,5,734,4,1140000
510,Apartamento,Mooca,82,2,2,500,2,1250000
511,Apartamento,Mooca,90,1,3,220,1,735000
512,Casa,Mooca,157,2,3,140,3,1150000
513,Casa,Mooca,180,2,3,0,1,610000
514,Casa,Mooca,250,4,3,1000,4,2100000
515,Apartamento,Mooca,234,4,4,191,2,1000000
516,Apartamento,Mooca,40,1,2,0,0,315000
517,Apartamento,Mooca,64,2,2,67,2,810000
518,Apartamento,Mooca,47,1,2,0,1,410000
519,Apartamento,Mooca,35,1,2,0,0,600000
520,Apartamento,Mooca,69,2,2,30,1,550000
521,Apartamento,Mooca,38,1,2,0,0,315000
522,Apartamento,Mooca,89,3,2,396,2,1275000
523,Apartamento,Mooca,39,1,2,0,0,350000
524,Casa,Mooca,149,4,3,250,2,1035000
525,Casa,Mooca,300,6,6,1274,0,1200000
526,Apartamento,Mooca,35,1,1,0,0,360000
527,Casa,Mooca,80,2,2,117,0,480000
